surveyId,hitId,AssignmentId,workerId,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,32ZKVD547H0FFZRUN3F93148F71B3U,A1I3QYJJU5ACFR,34,Male,bachelors,employed_biz,No,asian,republican,96825,126.0,3,2,4,2,1,1,4,1,2,2,1,1,1,1,1,1,1,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3ZGVPD4G6VUGWES48W137WF909ZZT4,A3FTR5MN7ZLS8M,30,Female,bachelors,employed_stem,No,white,democrat,47112,207.0,2,2,4,2,1,1,4,1,1,1,1,2,1,1,1,1,1,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,33FOTY3KEOY2F15LEZXLQSVTZ8NC1A,A2H92K2776A1IC,29,Male,bachelors,employed_biz,No,white,lean-democrat,29210,332.0,4,1,4,1,1,1,4,1,1,1,1,1,2,1,1,1,2,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,33JKGHPFYE7I2UO1WBPXQVD8WNWNMB,AMEO4HBYM9LDY,44,Male,highschool,employed_other,Yes,african-american,democrat,20541,583.0,5,3,5,5,1,1,4,2,1,3,3,3,2,4,3,3,3,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,39JEC7537WEI1DLJLDHAXG29OCUCVZ,A2L4CWEP172Z2M,31,Female,bachelors,employed_biz,No,asian,democrat,85023,3362.0,4,3,4,4,4,4,3,4,4,4,3,2,2,4,3,4,2,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3AQF3RZ55AV4PZQSB7Z3TU7D4WYF6P,AYYSG3O9FNU15,33,Female,bachelors,employed_other,Yes,other,lean-republican,07840,867.0,1,1,5,5,1,3,1,1,1,1,4,4,5,5,2,5,4,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3R08VXYT7E8P4LQSK6EV3WT9UA5W70,A2D0S31W90FZYV,31,Male,bachelors,employed_biz,No,asian,democrat,85028,3440.0,4,2,2,4,4,1,4,3,4,2,2,2,2,2,2,4,2,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3MB8LZR5BH6XO6LDZMW2YQHF2NAKLA,A3HIK9YJ2XKW0L,27,Male,bachelors,employed_biz,No,white,republican,67745,879.0,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3WOKGM4L73T3H1H68L2C7N60JU9O0P,A1IIXEXSGF1VJN,23,Female,some_college,employed_other,Yes,native,lean-republican,25897,1595.0,5,5,4,3,5,4,5,4,3,5,4,5,4,5,4,5,4,Alternet Page - bp.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Impeach.png,Daily Kos Page - Fasion.png,Daily Kos Page - NRA.png,Food - NRA.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - Polar Bear.png,NYT Page - bp.png,NYT Page2 - Impeach.png,NYT Page2 - Wallet.png
27,3RWB1RTQDK01X60GSNN50IMJ6S3P8I,340UGXU9D0EEN72J742ARMOFVC0UVQ,A1C5TWMUMBW0RX,26,Female,associates,student,No,white,lean-democrat,43920,152.0,2,4,2,2,3,3,4,2,4,2,3,2,4,2,4,2,4,Alternet Page - Adidas.png,Alternet Page - Liberal Quiz.png,Book - Impeach.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Polar Bear.png,Food - Fasion.png,NewsMax Page - Adidas.png,NewsMax Page - NRA.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
