surveyId,hitId,AssignmentId,workerId,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,3S96KQ6I9OHDTDN8GEC6G4W6CQYTD6,A1BQKP971LFCYL,37,Female,highschool,employed_biz,No,white,republican,34117,191.0,3,4,2,4,4,4,3,2,4,4,3,1,4,4,3,4,1,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,3IHR8NYAM9E21PB86M2T8Q13AAKP4K,A20EIT0FNQCQD8,32,Male,highschool,employed_biz,No,african-american,republican,31401,287.0,3,4,2,4,4,3,2,4,4,2,4,4,3,3,2,4,4,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,3S4AW7T80DVCA4WAEU9MR9SJ50K4L2,A3PXCGNI00N2BU,44,Male,some_college,employed_stem,No,white,independent,67302,322.0,2,1,4,4,1,1,1,2,5,1,1,1,5,1,3,1,1,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,35L9RVQFCQV9567Z2FL6CLX6NWYUH7,A1L1S0IAPZB4MO,27,Female,some_college,employed_other,No,white,independent,92557,440.0,4,4,4,3,4,4,2,4,4,2,4,4,2,4,3,4,2,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,3ZV9H2YQQFK732P5IUB5QFHTP7V3WC,A2YK9U2HQ0H5NB,38,Female,bachelors,employed_other,No,white,democrat,66049,215.0,2,1,5,5,1,1,2,4,5,1,4,2,5,3,4,1,1,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,392CY0QWG34AK3O4TRC9ZT0ROWQ4IO,A24JKHC4HTY6CD,31,Male,grad,employed_biz,No,asian,democrat,75201,7069.0,3,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,3634BBTX0Q7KIJLTD88SQXXIDNGIF9,A1J4AZL6MZ675U,38,Female,grad,employed_biz,No,asian,democrat,94104,501.0,5,2,1,4,2,2,2,2,5,1,1,1,4,3,2,1,1,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,31T4R4OBOUTGQNKN3FEUR2M62T37CG,ABVPW8753ZBJO,32,Male,bachelors,employed_teacher,No,white,republican,10025,4431.0,5,3,4,3,4,3,3,4,4,3,4,3,4,3,4,4,5,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
11,356TQKY9XGACR0WGW1TO0WVY6YT78P,3IOEN3P9S9WDZKWK48KI4S3J3LR61P,A1KL8QLFQ4YTOL,32,Male,bachelors,employed_teacher,No,white,republican,10025,4513.0,5,3,4,3,4,3,4,3,4,4,5,4,3,3,4,4,5,Alternet Page - Adidas.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - Fasion.png,Breitbart Page - Fasion.png,Breitbart Page - Wildlife.png,Daily Kos Page - bp.png,Daily Kos Page - Polar Bear.png,Food - Impeach.png,Food - Fasion.png,NewsMax Page - Fasion.png,NewsMax Page - Liberal Quiz.png,NYT Page - Liberal Quiz.png,NYT Page - Wallet.png,NYT Page2 - Liberal Quiz.png,NYT Page2 - Fasion.png
12,3Y7LTZE0YUZT979ZIZMCN86MDIXUZJ,3BF51CHDTXNTPKVJ487MNE9Z77VH0S,A21OE3G1B7UFJA,29,Male,bachelors,employed_other,No,white,democrat,94303,83.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - Adidas.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
