surveyId,hitId,AssignmentId,workerId,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,30IQTZXKAMJQBAVY9CP8Q0XTVYKX09,A2J934ALH6FVWV,21,Male,bachelors,student,No,white,lean-democrat,23220,141.0,1,1,5,2,1,1,5,1,1,1,3,2,4,3,4,4,5,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,3YHH42UU5DSVBGE9VTMKF626OPAL0B,ADHJEWN49XD4M,55,Female,associates,employed_other,No,white,independent,38017,321.0,2,1,5,1,4,1,1,1,1,1,1,1,2,3,2,1,2,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,3HOSI13XH116CORBUOCRB0EK95IDDH,A1FQT7UXV7NA1W,25,Male,bachelors,employed_biz,No,african-american,independent,10013,498.0,3,3,4,2,4,4,3,3,2,4,3,4,4,3,4,5,5,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,33TIN5LC06NX799LE4U32P5V08C9Y7,A175RKEJGJU5K7,23,Female,bachelors,student,No,white,democrat,07747,108.0,4,4,2,4,3,2,5,2,4,3,2,2,4,4,4,2,3,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,3MD9PLUKKKRI11NKB0FRYX9HBRWZNM,A1J1JA443RCWTY,27,Female,bachelors,employed_stem,Yes,white,democrat,67745,159.0,4,5,5,4,4,5,3,5,5,5,5,5,5,5,4,4,4,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,3QL2OFSM98V5T8CAJMVJNZ8W29BNCC,A3NTWOX5ZA4NHN,25,Male,bachelors,employed_biz,No,white,democrat,41033,699.0,5,2,5,5,5,3,2,2,2,1,1,3,5,3,5,3,4,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,304SM51WA5HJZGC9DIGAB9CK7OWSB1,A2HRLGNRIPSB1X,24,Male,decline,decline,No,decline,democrat,95123,176.0,2,1,3,2,4,2,4,1,3,2,4,1,4,3,4,1,5,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,31N2WW6R9T35SG3AS515MRVTU643FH,A3O1SKGN7YXL4K,29,Female,bachelors,employed_stem,No,white,democrat,11205,698.0,5,2,2,4,3,2,2,4,4,2,3,4,3,4,3,4,3,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,35DR22AR5FXMS2UVSZ7RSYV0YB83XG,A2TKHXY755FAM,44,Female,bachelors,employed_biz,No,white,republican,33756,449.0,3,1,4,2,1,1,4,1,1,1,2,1,1,3,4,2,4,Alternet Page - Fasion.png,Alternet Page - NRA.png,Book - Polar Bear.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Liberal Quiz.PNG,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Liberal Quiz.png,Food - Adidas.png,NewsMax Page - Fasion.png,NewsMax Page - NRA.png,NYT Page - Liberal Quiz.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3NKQQ8O390ISTQ2XGJ2GL0I8V5CUD7,A154J6S2Z9BOKF,35,Female,associates,student,No,white,lean-republican,72450,405.0,1,2,5,1,4,2,4,5,1,1,4,5,1,1,4,1,2,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3C44YUNSI32F1LU1ZX3MBUV9NOKPD6,A1DT035EA3WOLG,39,Male,bachelors,employed_other,No,asian,unsure,30044,445.0,3,2,4,1,2,2,5,2,1,2,2,2,4,2,2,1,1,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3Z4XG4ZF4A48TZ014G2NJF3BEWYX8Y,A1A1SQ8ZU2MUEK,31,Male,some_college,employed_other,No,white,democrat,46342,153.0,2,1,4,2,1,1,4,1,1,1,1,5,2,2,1,1,1,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3S06PH7KSTHCKTBZEVSWAYDBK8HD1T,A1X5K008EQDM4X,31,Female,bachelors,employed_other,No,white,lean-republican,60462,239.0,1,2,4,4,2,2,4,1,4,2,1,5,1,1,5,1,4,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3R2PKQ87NYLQOTDAZVC5LNHRAOMMIE,A1Q8BVDD8I2NBO,20,Male,associates,student,No,african-american,independent,62951,110.0,1,1,4,1,1,1,1,1,3,1,3,1,2,1,4,1,1,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,384PI804XUEIFT9ZF2JLRSG1GJIS0W,A3BEYI8H7I5SLG,25,Female,bachelors,employed_stem,No,white,democrat,97236,2669.0,5,4,3,5,2,4,2,5,4,1,3,5,4,4,3,4,3,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3P59JYT76NXQQ3PSJPSPKL52F1N2TO,AVD80K1C0FRPK,32,Male,bachelors,employed_stem,No,african-american,republican,10001,263.0,5,4,3,5,4,4,3,5,4,5,4,3,5,4,5,4,5,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3DY46V3X3RVG4YXP0CCPFC20J8U553,A3TPW4JUUJDUFI,32,Male,bachelors,employed_stem,Yes,white,republican,01757,271.0,4,3,4,2,3,4,3,2,4,3,4,4,3,4,4,2,3,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
57,3E9VAUV7BXR9P8LWG83290LQ0L9AY4,3FFJ6VRIL31TLF63AQP7NQAE7LGI0U,A34FORGB11YM8A,32,Female,bachelors,employed_biz,No,white,lean-republican,95210,4721.0,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,Alternet Page - Wallet.png,Alternet Page - Liberal Quiz.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - bp.png,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - NRA.png,Food - Polar Bear.png,Food - bp.png,NewsMax Page - Wallet.png,NewsMax Page - NRA.png,NYT Page - NRA.png,NYT Page - bp.png,NYT Page2 - Polar Bear.png,NYT Page2 - bp.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3STRJBFXOY4L7JTI8VYTKHRWW02KTJ,A25UQFIAEJ7AHL,35,Female,bachelors,employed_biz,Yes,white,lean-republican,95376,193.0,4,4,5,4,4,5,3,5,4,5,4,5,4,5,4,3,5,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3OCHAWUVGQXSO022D5ZQ9KC29WQKX2,AKMOBFEEKW378,37,Female,some_college,employed_other,No,white,democrat,84654,442.0,2,4,4,4,1,1,4,1,4,1,1,1,4,1,4,1,1,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,39KFRKBFIP80EWDRGTDLZF0KV7VYO7,AE8LYROJT8F3B,18,Female,some_college,student,No,white,republican,02804,227.0,3,2,4,2,1,1,4,1,4,1,1,1,4,1,2,1,1,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3OWEPKL08BPZHRHES5N87DGI1YI7N1,A10463CXXO00VE,38,Male,grad,employed_biz,No,white,lean-republican,80920,306.0,3,1,4,1,1,1,4,3,4,2,2,2,4,1,5,2,3,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3OUYGIZWR9BL21T7NLFRWNBQTZFP0H,A2JITSFBY55L7V,28,Male,highschool,employed_other,No,white,lean-democrat,98436,108.0,4,2,4,4,4,5,2,4,4,4,4,4,4,4,5,4,5,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3B4YI393VB9IG2TBO4251YMKBB5SSN,AC7QPNOH2LELF,57,Female,bachelors,employed_other,Yes,native,lean-democrat,90660,555.0,2,3,1,4,3,2,2,1,5,1,1,3,2,1,3,1,2,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3EKVH9QME0HJ9ETVXZSAFHNGCEYD2D,A1Q8BVDD8I2NBO,20,Male,associates,student,No,african-american,independent,62951,95.0,1,1,3,3,1,1,3,1,3,1,1,1,3,1,4,1,1,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3H7Z272LX9KYZXITCE1AU73EWYHPLJ,A625C54I1UFJ1,26,Female,grad,employed_biz,No,white,republican,67745,244.0,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,Alternet Page - Adidas.png,Alternet Page - NRA.png,Book - Impeach.png,Book - Wallet.png,Breitbart Page - Adias.PNG,Breitbart Page - Impeach.png,Daily Kos Page - Wallet.png,Daily Kos Page - Liberal Quiz.png,Food - NRA.png,Food - Adidas.png,NewsMax Page - Wallet.png,NewsMax Page - Impeach.png,NYT Page - Polar Bear.png,NYT Page - Adidas.png,NYT Page2 - Polar Bear.png,NYT Page2 - Wallet.png
