surveyId,hitId,AssignmentId,workerId,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,358010RM5G664BWEC9DXBTNJPR9VX5,AHI4R9YE0SF9E,29,Male,grad,employed_stem,No,white,independent,22201,360.0,3,1,1,1,1,1,5,1,3,1,1,1,5,1,1,1,5,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,3RSDURM96CZE2502MFAPU366R20EYO,A14UJPO621M1X0,25,Female,bachelors,employed_stem,No,asian,independent,62056,528.0,5,4,4,3,5,4,3,4,4,2,5,3,4,4,5,3,4,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,3A4NIXBJ78CSEULGKY9ID39JRPNLMS,A47E0Z3LTH37V,24,Female,bachelors,employed_stem,Yes,asian,republican,62915,743.0,4,4,2,4,3,4,3,3,4,4,3,4,4,3,4,3,3,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,3K2755HG5UG3A857LU7HZ0H5LFAFD0,A3DHYTZ1GPN0T8,32,Female,bachelors,employed_biz,No,asian,unsure,56007,2650.0,4,3,2,4,2,2,2,1,2,1,1,1,2,2,3,2,2,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,333U7HK6IBSJFAR34KY2EY9XEMQJD6,A2HITRHQ441VHA,31,Male,grad,employed_biz,No,asian,democrat,75006,5293.0,4,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,3E7TUJ2EGEZU9YEUI87PP4VUIHJD9A,A3J4QZVB7RJQ0U,27,Male,grad,employed_stem,Yes,asian,democrat,90201,5781.0,4,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,3QRYMNZ7F0UMFPEL58Q9C980QSJTN3,A1S2MN0E9BHPVA,29,Male,bachelors,employed_stem,No,asian,lean-democrat,70069,812.0,4,4,4,3,5,2,5,5,4,5,4,5,5,4,5,5,5,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,392CY0QWG34AK3O4TRC9ZT0ROVE4IA,A3DHAM13WLSE9V,23,Male,highschool,unemployed,Yes,white,lean-republican,92277,2772.0,1,1,1,1,1,1,5,1,1,1,1,1,4,1,4,1,5,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
1,3UUIU9GZC6IG2GALB6PMT8DPS4C5TN,3DR23U6WE7RILJ18C9NQMMERC00ETH,A2T11H7YI7QPGD,29,Male,bachelors,employed_stem,No,white,democrat,43213,5640.0,1,2,2,2,4,2,5,2,4,1,2,2,4,1,2,2,4,Alternet Page - Wallet.png,Alternet Page - Polar Bear.png,Book - NRA.png,Book - Adidas.png,Breitbart Page - Fasion.png,Breitbart Page - NRA.PNG,Daily Kos Page - Adidas.png,Daily Kos Page - Impeach.png,Food - NRA.png,Food - bp.png,NewsMax Page - bp.png,NewsMax Page - Liberal Quiz.png,NYT Page - Impeach.png,NYT Page - Fasion.png,NYT Page2 - Impeach.png,NYT Page2 - Adidas.png
2,33QQ60S6ATVW7M39E59KH930UA80UO,3018Q3ZVOK32FR74SFG9QONI30NRA4,A215U3DIT24TIL,28,Male,bachelors,employed_stem,No,white,republican,90001,553.0,5,3,4,2,3,1,4,2,4,2,3,4,2,4,3,4,3,Alternet Page - Fasion.png,Alternet Page - Polar Bear.png,Book - Liberal Quiz.png,Book - bp.png,Breitbart Page - Adias.PNG,Breitbart Page - Wildlife.png,Daily Kos Page - Wallet.png,Daily Kos Page - Impeach.png,Food - Liberal Quiz.png,Food - Wallet.png,NewsMax Page - Wallet.png,NewsMax Page - Polar Bear.png,NYT Page - NRA.png,NYT Page - Fasion.png,NYT Page2 - NRA.png,NYT Page2 - Adidas.png
